,n,integration,montecarlo10^5,montecarlo10^2,convolution
0,2.0,2.3491148948669434,0.32692408561706543,0.0011260509490966797,0.03325295448303223
1,3.0,3.871613025665283,0.6443650722503662,0.0017840862274169922,0.0003859996795654297
2,4.0,6.626791000366211,1.2657010555267334,0.004292726516723633,0.00042891502380371094
