,x,y,ev
16.0,-1.1723446893787468,106.68336673346693,20.71553543946083
16.05,-1.1723446893787468,106.68336673346693,20.665100172790773
16.1,-1.1723446893787468,106.68336673346693,20.614942615244303
16.150000000000002,-1.1723446893787468,106.68336673346693,20.565061707553582
16.200000000000003,-1.1723446893787468,106.68336673346693,20.515456388937903
16.250000000000004,-1.1723446893787468,106.68336673346693,20.466125597119238
16.300000000000004,-1.1723446893787468,106.68336673346693,20.417068268337044
16.350000000000005,-1.1723446893787468,106.68336673346693,20.368283337362502
16.400000000000006,-1.1723446893787468,106.68336673346693,20.319769737512367
16.450000000000006,-1.1723446893787468,106.68336673346693,20.271526400662403
16.500000000000007,-1.1723446893787468,106.68336673346693,20.223552257260664
16.550000000000008,-1.1723446893787468,106.68336673346693,20.175846236340785
16.60000000000001,-1.1723446893787468,106.68336673346693,20.128407265535085
16.65000000000001,-1.1723446893787468,106.68336673346693,20.081234271087943
16.70000000000001,-1.1723446893787468,106.68336673346693,20.034326177869318
16.75000000000001,-1.9539078156312542,106.68336673346693,19.98774101045377
16.80000000000001,-1.9539078156312542,106.68336673346693,19.941678212640145
16.850000000000012,-1.9539078156312542,106.68336673346693,19.89587257387927
16.900000000000013,-1.9539078156312542,106.68336673346693,19.8503230449886
16.950000000000014,-1.9539078156312542,106.68336673346693,19.80502857560281
